Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
M1 (1 cells),M2 (1 cells),3458466.296523377,32.66758199993403,454,7617.76717295898,0.07195502643157276
M1 (1 cells),M1 (1 cells),3385695.9407292777,23.387570009334794,417,8119.1749178160135,0.056085299782577445
M2 (1 cells),M2 (1 cells),2898348.3656498604,46.375351093234855,538,5387.264620167027,0.08619953734802017
M2 (1 cells),M1 (1 cells),2893339.018188691,31.90516430595402,494,5856.961575280751,0.06458535284606078
FAPs (1 cells),M2 (1 cells),2810555.432154859,52.53417232477747,652,4310.667840728312,0.08057388393370778
FAPs (1 cells),M1 (1 cells),2708390.5147220325,37.78234664382786,592,4574.983977571001,0.06382153149295246
M1 (1 cells),FAPs (1 cells),2030524.3927353108,23.59794557739732,435,4667.872167207611,0.05424815075263752
FAPs (1 cells),ECs (1 cells),1986980.846256251,58.35964041758593,739,2688.74268776218,0.07897109664084699
M1 (1 cells),ECs (1 cells),1884083.3143262675,20.87176264522771,478,3941.596891895957,0.04366477540842618
M2 (1 cells),FAPs (1 cells),1761523.7083065559,28.057531085466053,534,3298.733536154599,0.05254219304394392
M2 (1 cells),ECs (1 cells),1639378.9041830741,24.463366777593272,578,2836.295681977637,0.042324163975074866
FAPs (1 cells),FAPs (1 cells),1551423.9989790092,67.34486742285407,722,2148.7867021869934,0.09327543964384219
FAPs (1 cells),Neutro (1 cells),1401167.683388004,36.581533461528004,727,1927.3283127757966,0.050318477938828064
M1 (1 cells),Neutro (1 cells),1320695.0835950244,13.26263156981881,464,2846.325611196173,0.02858325769357502
M1 (1 cells),sCs (1 cells),1318015.8958220042,21.05333006566747,473,2786.5029509978945,0.044510211555322345
FAPs (1 cells),sCs (1 cells),1284147.8693098775,70.37155053306708,793,1619.354185762771,0.08874092122707072
ECs (1 cells),M2 (1 cells),1243463.5993733162,27.089001299242135,594,2093.373062918041,0.045604379291653424
ECs (1 cells),ECs (1 cells),1215385.3506116513,38.23760981744934,671,1811.3045463660974,0.05698600568919425
ECs (1 cells),M1 (1 cells),1125066.9660643425,19.563715020560284,547,2056.795184761138,0.03576547535751423
M2 (1 cells),Neutro (1 cells),1106957.9690197324,15.862745788022828,563,1966.17756486631,0.028175392163450847
sCs (1 cells),M2 (1 cells),976964.9577389983,32.8726826025631,670,1458.1566533417886,0.04906370537695985
M2 (1 cells),sCs (1 cells),946040.1649201568,27.304528091734067,587,1611.652751141664,0.046515380054061445
Neutro (1 cells),M2 (1 cells),905061.4359520634,18.726495352496688,608,1488.5878880790517,0.03080015682976429
sCs (1 cells),M1 (1 cells),861533.8054946279,24.161283289866233,607,1419.3308163008696,0.039804420576385884
ECs (1 cells),Neutro (1 cells),822340.4159001949,23.771981892712102,663,1240.3324523381523,0.03585517630876637
Neutro (1 cells),ECs (1 cells),818024.4412094702,26.970121228679986,685,1194.1962645393726,0.03937243974989779
Neutro (1 cells),M1 (1 cells),782914.2424885179,13.654087931230237,554,1413.202603769888,0.024646368106913785
ECs (1 cells),FAPs (1 cells),664458.7104309181,32.180277552799076,645,1030.1685433037492,0.04989190318263423
sCs (1 cells),ECs (1 cells),658353.65671179,44.453271780891114,766,859.4695257334073,0.0580329918810589
ECs (1 cells),sCs (1 cells),594586.8297253653,42.47346841752196,712,835.0938619738276,0.05965374777741848
Neutro (1 cells),Neutro (1 cells),551491.7044405758,17.343270250005855,674,818.2369502085694,0.025731854970335095
sCs (1 cells),FAPs (1 cells),518059.3411731887,48.63795744204047,743,697.2534874470912,0.06546158471337882
Neutro (1 cells),FAPs (1 cells),465263.3022454479,23.479415780780293,658,707.0870854794041,0.03568300270635303
sCs (1 cells),Neutro (1 cells),454639.5906731356,27.992101984452592,758,599.7883781967488,0.03692889443859181
sCs (1 cells),sCs (1 cells),440338.35761451063,63.6008293537776,814,540.9562132856396,0.07813369699481278
Neutro (1 cells),sCs (1 cells),400025.0334939447,28.00880918990458,717,557.9149700055017,0.03906389008354892
