Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (1 cells),M2 (1 cells),5611239.99924152,66.9020878599585,628,8935.095540193503,0.10653198703815048
FAPs (1 cells),M1 (1 cells),3915416.8654323407,52.71929366153909,630,6214.94740544816,0.08368141851037951
FAPs (1 cells),ECs (1 cells),3853162.250545448,87.64351033109888,742,5192.9410384709545,0.11811793845161574
FAPs (1 cells),FAPs (1 cells),3365176.185583311,123.27507670644393,785,4286.848644055173,0.15703831427572473
FAPs (1 cells),sCs (1 cells),2790583.4913252434,114.42853392307383,867,3218.6660799599117,0.13198216138762842
M2 (1 cells),M2 (1 cells),2484550.157393574,37.538058271183324,405,6134.691746650799,0.09268656363255141
M1 (1 cells),M2 (1 cells),2154526.9415981346,30.480864701861577,432,4987.330883329015,0.07055755718023514
M2 (1 cells),M1 (1 cells),1922833.5940215646,29.003797709222418,397,4843.409556729382,0.07305742496025798
M1 (1 cells),M1 (1 cells),1688977.3332749626,24.474273641737028,424,3983.4371067805723,0.0577223434946628
M2 (1 cells),FAPs (1 cells),1657473.9592604954,34.560162893308515,436,3801.5457781204022,0.07926642865437733
M1 (1 cells),FAPs (1 cells),1553801.3737668195,28.769533547763036,467,3327.197802498543,0.061604996890284876
M2 (1 cells),ECs (1 cells),1243930.4498265104,22.67576448476071,417,2983.046642269809,0.054378332097747506
M2 (1 cells),sCs (1 cells),1002718.4750425315,27.92341427890857,472,2124.4035488189224,0.0591597760146368
M1 (1 cells),ECs (1 cells),955653.2368124273,19.291155507402678,445,2147.535363623432,0.04335091125259029
sCs (1 cells),M2 (1 cells),833497.3400596591,30.88808439034846,611,1364.1527660550885,0.05055332960777162
M1 (1 cells),sCs (1 cells),824262.7694197508,24.706116793108272,509,1619.3767572097265,0.048538539868582066
ECs (1 cells),M2 (1 cells),775719.3751995896,24.156135184997428,508,1527.0066440936805,0.047551447214561865
sCs (1 cells),M1 (1 cells),659833.9211064434,26.196142095622424,608,1085.253159714545,0.04308576002569477
ECs (1 cells),M1 (1 cells),643673.6471063488,19.68668223040559,506,1272.082306534286,0.03890648662135492
ECs (1 cells),ECs (1 cells),629667.2476140714,47.80378273114225,584,1078.1973418049167,0.08185579234784632
sCs (1 cells),FAPs (1 cells),517890.3998671355,65.86095977604488,753,687.7694553348413,0.08746475401865189
sCs (1 cells),ECs (1 cells),498082.3836269428,44.05385697332352,720,691.7810883707539,0.061185912462949334
ECs (1 cells),FAPs (1 cells),454648.746637997,45.584329127914025,604,752.7297129768162,0.07547074358926163
ECs (1 cells),sCs (1 cells),394624.8402842518,42.18875898795844,662,596.1100306408637,0.06372924318422725
sCs (1 cells),sCs (1 cells),392412.77814448957,66.189624190872,838,468.2730049456916,0.07898523173135083
